id,invoice_number,supplier_gstin,supplier_name,financial_year,rendered
239,VL/F5/QR/202627/00227,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
240,VL/F5/QR/202627/00228,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
241,VL/F5/QR/202627/00229,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
242,VL/F5/QR/202627/00230,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
243,VL/F5/QR/202627/00231,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
244,VL/F5/QR/202627/00232,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
245,VL/F5/QR/202627/00233,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
246,VL/F5/QR/202627/00234,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
247,VL/F5/QR/202627/00235,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
248,VL/F5/QR/202627/00236,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
249,VL/F5/QR/202627/00237,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
250,VL/F5/QR/202627/00238,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
251,VL/F5/QR/202627/00239,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
252,VL/F5/QR/202627/00240,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
253,VL/F5/QR/202627/00241,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
254,VL/F5/QR/202627/00242,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
255,VL/F5/QR/202627/00243,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
256,VL/F5/QR/202627/00244,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
257,VL/F5/QR/202627/00245,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
258,VL/F5/QR/202627/00246,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
259,VL/F5/QR/202627/00247,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
260,VL/F5/QR/202627/00248,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
261,VL/F5/QR/202627/00249,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
262,VL/F5/QR/202627/00250,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
263,VL/F5/QR/202627/00251,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
264,VL/F5/QR/202627/00252,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
265,VL/F5/QR/202627/00253,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,t
266,VL/F5/QR/202627/00254,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
267,VL/F5/QR/202627/00255,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
268,VL/F5/QR/202627/00256,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
269,VL/F5/QR/202627/00257,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
270,VL/F5/QR/202627/00258,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
271,VL/F5/QR/202627/00259,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,t
272,VL/F5/QR/202627/00260,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
273,VL/F5/QR/202627/00261,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
274,VL/F5/QR/202627/00262,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
275,VL/F5/QR/202627/00263,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
276,VL/F5/QR/202627/00264,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
277,VL/F5/QR/202627/00265,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
278,VL/F5/QR/202627/00266,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
279,VL/F5/QR/202627/00267,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
280,VL/F5/QR/202627/00268,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
281,VL/F5/QR/202627/00269,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
282,VL/F5/QR/202627/00270,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
283,VL/F5/QR/202627/00271,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
284,VL/F5/QR/202627/00272,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
285,VL/F5/QR/202627/00273,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
286,VL/F5/QR/202627/00274,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
287,VL/F5/QR/202627/00275,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
288,VL/F5/QR/202627/00276,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
289,VL/F5/QR/202627/00277,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
290,VL/F5/QR/202627/00278,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
291,VL/F5/QR/202627/00279,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
292,VL/F5/QR/202627/00280,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
293,VL/F5/QR/202627/00281,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
294,VL/F5/QR/202627/00282,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
295,VL/F5/QR/202627/00283,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
296,VL/F5/QR/202627/00284,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
297,VL/F5/QR/202627/00285,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
298,VL/F5/QR/202627/00286,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
299,VL/F5/QR/202627/00287,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
300,VL/F5/QR/202627/00288,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,t
301,VL/F5/QR/202627/00289,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
302,VL/F5/QR/202627/00290,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
303,VL/F5/QR/202627/00291,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
304,VL/F5/QR/202627/00292,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
305,VL/F5/QR/202627/00293,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
306,VL/F5/QR/202627/00294,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
307,VL/F5/QR/202627/00295,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
308,VL/F5/QR/202627/00296,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
309,VL/F5/QR/202627/00297,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
310,VL/F5/QR/202627/00298,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
311,VL/F5/QR/202627/00299,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
312,VL/F5/QR/202627/00300,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
313,VL/F5/QR/202627/00301,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
314,VL/F5/QR/202627/00302,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
315,VL/F5/QR/202627/00303,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
316,VL/F5/QR/202627/00304,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
317,VL/F5/QR/202627/00305,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
318,VL/F5/QR/202627/00306,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
319,VL/F5/QR/202627/00307,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
320,VL/F5/QR/202627/00308,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
321,VL/F5/QR/202627/00309,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
322,VL/F5/QR/202627/00310,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
323,VL/F5/QR/202627/00311,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
324,VL/F5/QR/202627/00312,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
325,VL/F5/QR/202627/00313,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
326,VL/F5/QR/202627/00314,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
327,VL/F5/QR/202627/00315,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
328,VL/F5/QR/202627/00316,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
329,VL/F5/QR/202627/00317,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
330,VL/F5/QR/202627/00318,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
331,VL/F5/QR/202627/00319,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
332,VL/F5/QR/202627/00320,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
333,VL/F5/QR/202627/00321,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
334,VL/F5/QR/202627/00322,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
335,VL/F5/QR/202627/00323,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
336,VL/F5/QR/202627/00324,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
337,VL/F5/QR/202627/00325,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
338,VL/F5/QR/202627/00326,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
339,VL/F5/QR/202627/00327,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
340,VL/F5/QR/202627/00328,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
341,VL/F5/QR/202627/00329,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
342,VL/F5/QR/202627/00330,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
343,VL/F5/QR/202627/00331,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
344,VL/F5/QR/202627/00332,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
345,VL/F5/QR/202627/00333,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
346,VL/F5/QR/202627/00334,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
347,VL/F5/QR/202627/00335,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
348,VL/F5/QR/202627/00336,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
349,VL/F5/QR/202627/00337,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
350,VL/F5/QR/202627/00338,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
351,VL/F5/QR/202627/00339,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
352,VL/F5/QR/202627/00340,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
353,VL/F5/QR/202627/00341,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
354,VL/F5/QR/202627/00342,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
355,VL/F5/QR/202627/00343,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
356,VL/F5/QR/202627/00344,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
357,VL/F5/QR/202627/00345,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
358,VL/F5/QR/202627/00346,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
359,VL/F5/QR/202627/00347,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
360,VL/F5/QR/202627/00348,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
361,VL/F5/QR/202627/00349,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
362,VL/F5/QR/202627/00350,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
363,VL/F5/QR/202627/00351,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
364,VL/F5/QR/202627/00352,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
365,VL/F5/QR/202627/00353,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
366,VL/F5/QR/202627/00354,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
367,VL/F5/QR/202627/00355,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
368,VL/F5/QR/202627/00356,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
369,VL/F5/QR/202627/00357,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
370,VL/F5/QR/202627/00358,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
371,VL/F5/QR/202627/00359,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
372,VL/F5/QR/202627/00360,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
373,VL/F5/QR/202627/00361,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
374,VL/F5/QR/202627/00362,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
375,VL/F5/QR/202627/00363,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
376,VL/F5/QR/202627/00364,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
377,VL/F5/QR/202627/00365,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
378,VL/F5/QR/202627/00366,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
379,VL/F5/QR/202627/00367,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
380,VL/F5/QR/202627/00368,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
381,VL/F5/QR/202627/00369,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
382,VL/F5/QR/202627/00370,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
383,VL/F5/QR/202627/00371,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
384,VL/F5/QR/202627/00372,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
385,VL/F5/QR/202627/00373,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
386,VL/F5/QR/202627/00374,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
387,VL/F5/QR/202627/00375,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
388,VL/F5/QR/202627/00376,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
389,VL/F5/QR/202627/00377,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
390,VL/F5/QR/202627/00378,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
391,VL/F5/QR/202627/00379,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
392,VL/F5/QR/202627/00380,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
393,VL/F5/QR/202627/00381,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
394,VL/F5/QR/202627/00382,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
395,VL/F5/QR/202627/00383,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
396,VL/F5/QR/202627/00384,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
397,VL/F5/QR/202627/00385,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
398,VL/F5/QR/202627/00386,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
399,VL/F5/QR/202627/00387,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
400,VL/F5/QR/202627/00388,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
401,VL/F5/QR/202627/00389,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
402,VL/F5/QR/202627/00390,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
403,VL/F5/QR/202627/00391,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
404,VL/F5/QR/202627/00392,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
405,VL/F5/QR/202627/00393,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
406,VL/F5/QR/202627/00394,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
407,VL/F5/QR/202627/00395,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
408,VL/F5/QR/202627/00396,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
409,VL/F5/QR/202627/00397,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,t
410,VL/F5/QR/202627/00398,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
411,VL/F5/QR/202627/00399,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
412,VL/F5/QR/202627/00400,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,t
413,VL/F5/QR/202627/00401,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
414,VL/F5/QR/202627/00402,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,t
415,VL/F5/QR/202627/00403,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
416,VL/F5/QR/202627/00404,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
417,VL/F5/QR/202627/00405,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
418,VL/F5/QR/202627/00406,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
419,VL/F5/QR/202627/00407,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
420,VL/F5/QR/202627/00408,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
421,VL/F5/QR/202627/00409,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
422,VL/F5/QR/202627/00410,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
423,VL/F5/QR/202627/00411,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
424,VL/F5/QR/202627/00412,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
425,VL/F5/QR/202627/00413,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
426,VL/F5/QR/202627/00414,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
427,VL/F5/QR/202627/00415,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
428,VL/F5/QR/202627/00416,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
429,VL/F5/QR/202627/00417,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
430,VL/F5/QR/202627/00418,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
431,VL/F5/QR/202627/00419,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
432,VL/F5/QR/202627/00420,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
433,VL/F5/QR/202627/00421,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
434,VL/F5/QR/202627/00422,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
435,VL/F5/QR/202627/00423,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
436,VL/F5/QR/202627/00424,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
437,VL/F5/QR/202627/00425,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
438,VL/F5/QR/202627/00426,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
439,VL/F5/QR/202627/00427,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
440,VL/F5/QR/202627/00428,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
441,VL/F5/QR/202627/00429,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
442,VL/F5/QR/202627/00430,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
443,VL/F5/QR/202627/00431,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
444,VL/F5/QR/202627/00432,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
445,VL/F5/QR/202627/00433,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
446,VL/F5/QR/202627/00434,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
447,VL/F5/QR/202627/00435,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
448,VL/F5/QR/202627/00436,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
449,VL/F5/QR/202627/00437,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
450,VL/F5/QR/202627/00438,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
451,VL/F5/QR/202627/00439,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
452,VL/F5/QR/202627/00440,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
453,VL/F5/QR/202627/00441,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
454,VL/F5/QR/202627/00442,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
455,VL/F5/QR/202627/00443,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
456,VL/F5/QR/202627/00444,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
457,VL/F5/QR/202627/00445,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
458,VL/F5/QR/202627/00446,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
459,VL/F5/QR/202627/00447,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
460,VL/F5/QR/202627/00448,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
461,VL/F5/QR/202627/00449,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
462,VL/F5/QR/202627/00450,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
463,VL/F5/QR/202627/00451,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
464,VL/F5/QR/202627/00452,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
465,VL/F5/QR/202627/00453,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
466,VL/F5/QR/202627/00454,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
467,VL/F5/QR/202627/00455,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
468,VL/F5/QR/202627/00456,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
469,VL/F5/QR/202627/00457,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
470,VL/F5/QR/202627/00458,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
471,VL/F5/QR/202627/00459,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
472,VL/F5/QR/202627/00460,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
473,VL/F5/QR/202627/00461,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
474,VL/F5/QR/202627/00462,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
475,VL/F5/QR/202627/00463,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
476,VL/F5/QR/202627/00464,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
477,VL/F5/QR/202627/00465,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
478,VL/F5/QR/202627/00466,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
