id,invoice_number,supplier_gstin,supplier_name,financial_year,rendered
251,VL/F1/QR/202627/00102,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
252,VL/F1/QR/202627/00103,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
253,VL/F1/QR/202627/00104,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
254,VL/F1/QR/202627/00105,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
255,VL/F1/QR/202627/00106,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
256,VL/F1/QR/202627/00107,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
257,VL/F3/QR/202627/00085,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
258,VL/F3/QR/202627/00086,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
259,VL/F1/QR/202627/00108,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
260,VL/F3/QR/202627/00087,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
261,VL/F3/QR/202627/00088,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
262,VL/F3/QR/202627/00089,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
263,VL/F1/QR/202627/00109,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
264,VL/F1/QR/202627/00110,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
265,VL/F1/QR/202627/00111,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
266,VL/F1/QR/202627/00112,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
267,VL/F1/QR/202627/00113,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
268,VL/F1/QR/202627/00114,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
269,VL/F1/QR/202627/00115,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
270,VL/F1/QR/202627/00116,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
271,VL/F1/QR/202627/00117,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
272,VL/F1/QR/202627/00118,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
273,VL/F1/QR/202627/00119,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
274,VL/F1/QR/202627/00120,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
275,VL/F1/QR/202627/00121,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
276,VL/F1/QR/202627/00122,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
277,VL/F1/QR/202627/00123,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
278,VL/F1/QR/202627/00124,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
279,VL/F1/QR/202627/00125,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
280,VL/F1/QR/202627/00126,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
281,VL/F1/QR/202627/00127,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
282,VL/F1/QR/202627/00128,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
283,VL/F1/QR/202627/00129,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
284,VL/F3/QR/202627/00090,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
285,VL/F1/QR/202627/00130,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
286,VL/F1/QR/202627/00131,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
287,VL/F1/QR/202627/00132,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,t
288,VL/F1/QR/202627/00133,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
289,VL/F3/QR/202627/00091,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
290,VL/F1/QR/202627/00134,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
291,VL/F3/QR/202627/00092,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
292,VL/F3/QR/202627/00093,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
293,VL/F1/QR/202627/00135,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
294,VL/F1/QR/202627/00136,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
295,VL/F1/QR/202627/00137,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
296,VL/F1/QR/202627/00138,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
297,VL/F1/QR/202627/00139,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
298,VL/F1/QR/202627/00140,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
299,VL/F1/QR/202627/00141,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
300,VL/F3/QR/202627/00094,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
301,VL/F1/QR/202627/00142,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
302,VL/F3/QR/202627/00095,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
303,VL/F1/QR/202627/00143,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
304,VL/F1/QR/202627/00144,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
305,VL/F1/QR/202627/00145,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
306,VL/F3/QR/202627/00096,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
307,VL/F3/QR/202627/00097,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
308,VL/F1/QR/202627/00146,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
309,VL/F1/QR/202627/00147,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
310,VL/F1/QR/202627/00148,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
311,VL/F1/QR/202627/00149,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
312,VL/F1/QR/202627/00150,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
313,VL/F3/QR/202627/00098,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
314,VL/F1/QR/202627/00151,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
315,VL/F1/QR/202627/00152,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
316,VL/F1/QR/202627/00153,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
317,VL/F1/QR/202627/00154,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
318,VL/F1/QR/202627/00155,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
319,VL/F1/QR/202627/00156,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,t
320,VL/F1/QR/202627/00157,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
321,VL/F3/QR/202627/00099,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
322,VL/F3/QR/202627/00100,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
323,VL/F1/QR/202627/00158,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
324,VL/F1/QR/202627/00159,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
325,VL/F3/QR/202627/00101,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,t
326,VL/F3/QR/202627/00102,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,t
327,VL/F1/QR/202627/00160,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
328,VL/F1/QR/202627/00161,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
329,VL/F1/QR/202627/00162,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
330,VL/F3/QR/202627/00103,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
331,VL/F1/QR/202627/00163,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
332,VL/F3/QR/202627/00104,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
333,VL/F3/QR/202627/00105,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
334,VL/F3/QR/202627/00106,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
335,VL/F3/QR/202627/00107,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
336,VL/F3/QR/202627/00108,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
337,VL/F3/QR/202627/00109,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
338,VL/F3/QR/202627/00110,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
339,VL/F3/QR/202627/00111,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
340,VL/F1/QR/202627/00164,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
341,VL/F3/QR/202627/00112,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
342,VL/F1/QR/202627/00165,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
343,VL/F3/QR/202627/00113,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
344,VL/F1/QR/202627/00166,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
345,VL/F3/QR/202627/00114,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
346,VL/F3/QR/202627/00115,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
(337 rows)
